index,erabuilt,numstories,roofshape,fpAreas,occupancy2,fparea,repaircost,constype,occupancy,Lat,Lon
1610,1971,1,Flat,4369,Residential,3259.0,452592.204,RM1,RES1,37.885614868,-122.46438820000004
1611,1971,2,Hip,2039,Residential,2648.0,401049.471,W1,RES1,37.88565342,-122.46390672
1612,1971,1,Gable,2374,Other,2618.0,394506.313,RM1,RES1,37.886127076923074,-122.4636817923077
1613,1971,1,Hip,4230,Residential,4654.0,594950.977,W1,RES1,37.88641113636363,-122.4635839909091
1614,1971,2,Flat,5243,Residential,5699.0,666799.413,W1,RES1,37.88638941923077,-122.46465769230771
1615,1971,1,Gable,4895,Residential,2824.0,411918.779,W1,RES1,37.88662441538462,-122.46432024615385
1616,1971,1,Flat,6170,Residential,6491.0,829786.591,RM1,RES1,37.88662526666665,-122.4638415444444
1617,1971,2,Hip,2996,Residential,1791.33528,278434.676,C1,IND2,37.886584312,-122.46298946400002
1618,1971,2,Hip,5070,Residential,3770.0,507674.412,RM1,RES1,37.88744528666667,-122.4638625933333
1619,1971,2,Gable,4788,Other,3678.0,498951.371,RM1,RES1,37.88777963333334,-122.46305139999997
1620,1971,1,Flat,4297,Other,3562.0,478593.937,W1,RES1,37.88759337916667,-122.46267868125
1621,1971,2,Gable,2441,,2919.0,424431.831,W1,RES1,37.887295800000004,-122.46239913
1622,1971,2,Flat,3555,Residential,3812.0,511595.699,W1,RES1,37.88730513529411,-122.46301233529414
1623,1971,1,Flat,3118,Residential,2616.0,394332.466,RM1,RES1,37.8836319,-122.4699966909091
1624,1971,2,Hip,2971,Residential,3332.0,464503.34,RM1,RES1,37.88385521111111,-122.46981452222222
1625,1971,2,Gable,2939,Residential,3967.0,525736.31,W1,RES1,37.88360819090909,-122.46938771818182
1626,1971,2,Gable,2292,Other,2747.0,408677.815,RM1,RES1,37.88383525384615,-122.46911563076922
1627,1971,1,Flat,2521,Other,2433.0,377600.25,RM1,RES1,37.883691766666665,-122.46870262000002
1628,1971,1,Gable,3252,Other,3233.0,450233.61,W1,RES1,37.88413933846154,-122.4695902769231
1629,1971,2,Gable,2468,Other,3361.0,467490.196,RM1,RES1,37.8842462,-122.46990083846156
1630,1971,2,Gable,2411,Residential,2604.0,397488.684,W1,RES1,37.88453539473684,-122.4696231473684
1631,1971,2,Hip,3113,Residential,3893.0,519050.245,RM1,RES1,37.883638219999995,-122.46775887333332
1632,1971,2,Gable,3483,Other,4794.0,592385.191,RM1,RES1,37.88385200769231,-122.46815378461537
1633,1971,1,Flat,4808,Residential,4918.0,628699.808,W1,RES1,37.8840102857143,-122.46857676190477
1634,1971,1,Flat,3956,Other,3630.0,484053.508,W1,RES1,37.88413470555556,-122.46897345000002
1635,1971,1,Gable,3992,Residential,3448.0,469132.06,RM1,RES1,37.88447018064515,-122.469263383871
1636,1971,2,Hip,2807,Residential,4191.0,545252.043,RM1,RES1,37.884898161538466,-122.46913067692311
1637,1971,1,Gable,5931,Residential,3537.0,476552.108,W1,RES1,37.884913895,-122.46818995000001
1638,NA,NA,Gable,638,Other,,,,,37.88460764,-122.46859464000002
1639,1971,2,Gable,2826,Other,3077.0,439505.138,W1,RES1,37.88448945384616,-122.46871480769232
1640,1971,1,Gable,4106,Other,3635.0,484449.51,W1,RES1,37.88423007,-122.46827548000002
1641,1971,2,Gable,3362,Residential,4483.0,569059.876,W1,RES1,37.88448443157895,-122.46796654736845
1642,1971,2,Hip,4706,Residential,6236.0,729629.959,W1,RES1,37.88408049677419,-122.46771862903225
1643,1971,2,Flat,7335,Residential,7918.0,926428.803,RM1,RES1,37.884363373333336,-122.46731892000001
1644,1971,2,Hip,4268,Residential,1234.37257,212685.445,S1,AGR1,37.884082362499996,-122.46662133437499
1645,1971,2,Gable,4684,Residential,4060.0,586752.109,W1,RES1,37.88425603157894,-122.46616500526314
1646,1971,2,Gable,3499,Residential,3673.0,498472.038,RM1,RES1,37.88448295714286,-122.46588601428572
1647,1971,2,Flat,2778,Other,4125.0,539614.845,RM1,RES1,37.884064280000004,-122.46469768800002
1648,1971,3,Gable,2704,Residential,4608.0,601051.594,RM1,RES1,37.88476266666666,-122.4650094
1649,1971,1,Flat,3928,Other,2928.0,422140.15,RM1,RES1,37.88529301818182,-122.46545033636363
1650,1971,2,Gable,2388,Other,3344.0,465741.49,W1,RES1,37.88603288461538,-122.46622426153847
1651,1971,2,Hip,2990,Residential,4326.0,556488.707,W1,RES1,37.88548681538461,-122.46590607692308
1652,1971,2,Gable,2827,Residential,1149.57097,261028.303,RM1,COM1,37.885092457142854,-122.46590611428573
1653,1971,3,Gable,3316,Residential,4872.0,620444.172,RM1,RES1,37.88477175882354,-122.4658302352941
1654,1971,2,Hip,4791,Residential,5447.0,644086.155,RM1,RES1,37.884926433333334,-122.46651924285715
1655,1971,1,Gable,4200,Residential,3099.0,438182.269,W1,RES1,37.88520027333333,-122.46676093333332
1656,NA,NA,Hip,579,Other,,,,,37.88528732,-122.46646618
1657,1971,1,Gable,5164,Residential,5081.0,649537.154,RM1,RES1,37.88566123333333,-122.46657983333333
1658,1971,2,Gable,5989,Residential,8526.0,997566.554,W1,RES1,37.88550204333333,-122.4670655
1659,1971,1,Gable,3177,Residential,3356.0,461213.847,W1,RES1,37.88601055714286,-122.46698702857144
1660,1971,1,Flat,3031,Residential,2064.0,342653.074,RM1,RES1,37.885750011111114,-122.46740064444445
1661,1971,2,Gable,3992,Other,4463.0,567488.137,W1,RES1,37.88543812857144,-122.46770301428572
1662,1971,2,Hip,2724,Residential,3218.0,452585.296,RM1,RES1,37.885066427272726,-122.4673045181818
1663,1971,1,Hip,4582,Residential,4511.0,576670.361,RM1,RES1,37.884806,-122.46728848461541
1664,1971,3,Gable,1099,Other,2584.0,422093.869,RM1,RES1,37.88587867272727,-122.46782697272725
1665,NA,NA,Gable,531,Residential,,,,,37.88587298,-122.46771442
1666,1971,1,Gable,4945,Residential,4092.0,523106.876,W1,RES1,37.88615342187501,-122.467533734375
1667,1971,2,Gable,3495,Residential,4248.0,550044.579,RM1,RES1,37.886440115384616,-122.46769643076922
1668,1971,2,Gable,3369,Residential,4232.0,548706.412,W1,RES1,37.886822352631576,-122.4677356473684
1669,1971,2,Hip,3366,Other,4503.0,570622.948,W1,RES1,37.887102524000014,-122.46789620399997
1670,1971,2,Flat,2366,Residential,917.92546,121557.051,W1,COM4,37.8874512,-122.46795086363636
1671,1971,1,Hip,5199,Residential,3903.0,504585.348,W1,RES1,37.88589838461538,-122.46494590769228
1672,1971,1,Gable,4148,Residential,4470.0,571429.065,RM1,RES1,37.88642552608695,-122.4655125869565
1673,1971,1,Gable,3703,Other,1117.26625,236681.583,RM1,EDU1,37.88659603333334,-122.46520285555556
1674,1971,2,Flat,1217,Residential,2773.0,410593.196,RM1,RES1,37.886922547368414,-122.46713344736838
1675,NA,NA,Flat,620,Residential,,,,,37.8869848,-122.46697676
1676,1971,2,Gable,3441,Residential,3894.0,519141.388,RM1,RES1,37.88737505333334,-122.46694202
1677,1971,1,Hip,3457,Residential,3394.0,464514.981,RM1,RES1,37.8877334,-122.46684487142859
1678,1971,1,Gable,5071,Residential,5488.0,701566.602,W1,RES1,37.88776331538462,-122.46760655000004
1679,1971,2,Gable,4570,Other,4130.0,540045.209,RM1,RES1,37.88695173157894,-122.46600863684213
1680,1971,1,Gable,3319,Other,3518.0,474987.865,W1,RES1,37.88726855555555,-122.46631346666669
1681,1971,1,Flat,4339,Residential,3391.0,464255.929,W1,RES1,37.88763566666667,-122.46618063999999
1682,1971,2,Gable,3000,Other,3635.0,494811.408,RM1,RES1,37.887547795238106,-122.46574287142857
1683,NA,NA,Gable,554,Residential,,,,,37.88750417692307,-122.46552196923078
1684,1971,2,Flat,4210,Residential,1476.98337,189161.099,C1,COM4,37.88739658181819,-122.46523887272728
1685,1971,1,Gable,4226,Residential,4386.0,560690.801,W1,RES1,37.8870325,-122.46554166153845
1686,1971,1,Flat,3330,Residential,2192.0,355543.844,RM1,RES1,37.88725076923077,-122.46466216153843
1687,1971,2,Gable,3406,Residential,5567.0,652847.721,RM1,RES1,37.887880421052635,-122.46476287368421
1688,1971,1,Flat,4007,Other,4269.0,545733.933,RM1,RES1,37.888055436363636,-122.46604277272728
1689,1971,2,Flat,5190,Residential,8687.0,1016404.01,RM1,RES1,37.888130083333344,-122.46679794444445
1690,NA,NA,Flat,1079,Residential,,,,,37.88816434,-122.46760807999999
1691,NA,NA,Gable,656,Other,,,,,37.88834847142857,-122.4674844857143
1692,1971,2,Flat,3749,Residential,4171.0,543553.768,W1,RES1,37.888485168,-122.46780596399998
1693,1971,1,Gable,4101,Residential,3174.0,444918.466,W1,RES1,37.88862264,-122.46807008666669
1694,1971,1,Hip,4126,Residential,3244.0,451233.935,RM1,RES1,37.88896510909091,-122.46843764545451
1695,1971,1,Hip,3812,Other,3763.0,494333.567,RM1,RES1,37.88936889565217,-122.46886852608698
1696,1971,2,Hip,1990,Other,2789.0,411753.691,RM1,RES1,37.88946408947369,-122.46919450526318
1697,1971,2,Gable,2505,Residential,3240.0,454907.197,RM1,RES1,37.889594089473675,-122.46948548947368
1698,NA,NA,Gable,827,Residential,,,,,37.88971863333333,-122.4693635
1699,1971,2,Gable,3986,Residential,4308.0,555013.301,W1,RES1,37.89013521904762,-122.4649754238095
1700,1971,1,Hip,5041,Residential,4049.0,517609.907,W1,RES1,37.889710900000004,-122.4654256590909
1701,1971,2,Gable,4298,Other,3599.0,491314.582,RM1,RES1,37.889398211111114,-122.4663883111111
1702,1971,2,Flat,6739,Residential,7038.0,823466.269,RM1,RES1,37.8891711516129,-122.46571230322583
1703,1971,1,Gable,4303,Residential,2582.0,391347.235,RM1,RES1,37.88892408181818,-122.46486378181818
1704,1971,1,Flat,6523,Residential,3848.0,500627.502,W1,RES1,37.88848451304349,-122.4651344
1705,1971,1,Gable,3171,Residential,3199.0,447123.239,W1,RES1,37.888658760000006,-122.46568786
1706,1971,1,Hip,4240,Residential,2790.0,408727.623,W1,RES1,37.88881735555555,-122.46623621111111
1707,1971,1,Flat,4130,Residential,2695.0,401051.137,RM1,RES1,37.88856305384615,-122.46656780000002
1708,1971,2,Gable,3651,Residential,4372.0,560227.296,W1,RES1,37.88894939999999,-122.46682284761907
1709,1971,2,Gable,2699,Residential,2784.0,411392.526,W1,RES1,37.88891897058823,-122.46754530588235
1710,1971,2,Gable,2027,Residential,3189.0,449698.602,RM1,RES1,37.88917741818182,-122.46776648181817
1711,NA,NA,Flat,808,Residential,,,,,37.88930946,-122.46797988
1712,1971,1,Flat,3061,Residential,3160.0,443674.92,RM1,RES1,37.889505484615384,-122.46808075384615
1713,1971,2,Hip,3370,Residential,3510.0,482549.127,RM1,RES1,37.889700742857144,-122.46837125714285
1714,1971,2,Gable,2282,Residential,3383.0,469743.931,W1,RES1,37.88997173846154,-122.46879065384613
1715,1971,1,Hip,6337,,5668.0,635993.13,S1,COM4,37.89005733478261,-122.46814198260871
1716,1971,3,Hip,1098,,7489.0,884347.851,W1,RES1,37.890300455555554,-122.46840636666667
1717,1971,2,Gable,5019,Residential,4990.0,608576.667,RM1,RES1,37.89054514,-122.46926481199998
1718,1964,2,Gable,5789,Other,5165.0,653595.726,W1,RES1,37.89125362000001,-122.46971824857145
1719,NA,NA,Gable,757,Residential,,,,,37.891265340000004,-122.46952148
1720,1964,1,Hip,8433,Residential,7602.0,741213.244,W1,RES1,37.891772228571426,-122.46921464285715
1721,1971,2,Flat,19547,Residential,21829.0,2554055.86,RM1,RES1,37.891223665217396,-122.46872406086963
1722,1971,1,Gable,5999,Residential,4234.0,541259.656,RM1,RES1,37.8921837945946,-122.46823380270271
1723,1971,1,Hip,8398,Other,6235.0,797060.452,RM1,RES1,37.892299678000015,-122.46760927199998
1724,1971,1,Hip,7838,Residential,6057.0,774305.559,W1,RES1,37.89176223714286,-122.4673920514286
1725,1971,2,Hip,4418,Other,7771.0,909229.38,W1,RES1,37.890819296428575,-122.46696953571427
1726,1971,2,Gable,3834,Other,4090.0,536587.124,RM1,RES1,37.89097739354839,-122.46724108387097
1727,1971,2,Flat,3140,Other,3900.0,519687.792,RM1,RES1,37.89125406071429,-122.46754570714286
1728,1971,2,Flat,3428,Other,4367.0,559823.149,W1,RES1,37.891049405882356,-122.46783915882352
1729,1971,1,Flat,4307,,3808.0,497692.463,RM1,RES1,37.8905217173913,-122.46778863913045
1730,1971,1,Hip,4976,,3990.0,510661.913,RM1,RES1,37.89035008260869,-122.4675676652174
1731,1971,2,Gable,5619,,6566.0,768240.91,RM1,RES1,37.890835971428565,-122.46583264761904
1732,1964,2,Flat,5859,Residential,15785.0,1710083.76,W1,RES1,37.8911566435484,-122.46634808709679
1733,NA,NA,Hip,704,,,,,,37.89127706000001,-122.4660408
1734,NA,NA,Hip,1477,Other,,,,,37.89167061333333,-122.46644166666667
1735,1964,2,Hip,6233,Other,6624.0,773161.271,W1,RES1,37.89186339189189,-122.46604641891894
1736,1964,2,Flat,4094,Residential,5484.0,677379.788,RM1,RES1,37.8918319862069,-122.46672794827587
1737,1971,3,Flat,4708,Other,7391.0,872775.399,W1,RES1,37.889833159459464,-122.46591490270269
1738,1964,2,Hip,4824,Residential,6759.0,783358.163,RM1,RES1,37.892843236000004,-122.46812431600002
1739,NA,NA,Hip,712,Residential,,,,,37.8929408090909,-122.46836157272729
1740,1964,2,Hip,5355,Residential,8524.0,923456.064,W1,RES1,37.892852899999994,-122.46757633030305
1741,1964,2,Hip,3928,Residential,5808.0,704469.66,RM1,RES1,37.89268358235295,-122.46712567647059
1742,1964,2,Hip,8102,Other,8567.0,928114.512,W1,RES1,37.892453533333324,-122.4667255574074
1743,NA,NA,Gable,1050,,,,,,37.895251619999996,-122.46505562
1744,1964,1,Flat,1181,,2352.0,396376.636,W1,RES1,37.89507271639344,-122.46479502786886
1745,NA,NA,Hip,1248,,,,,,37.89495044126984,-122.46489095714281
1746,1975,1,Hip,3658,Residential,2693.0,580412.451,W1,RES1,37.90089005333333,-122.50368583999997
1747,1975,3,Hip,3070,Residential,3296.0,515759.788,W1,RES1,37.90108795,-122.50353588125
1748,1975,2,Hip,2976,Residential,3141.0,469701.65,RM1,RES1,37.90129435294118,-122.50326405294118
1749,1975,2,Hip,3133,Residential,2726.0,431276.309,W1,RES1,37.90135932352941,-122.50302009411764
1750,1975,1,Hip,2887,Residential,2718.0,432395.745,W1,RES1,37.901367194736835,-122.50391085263159
1751,1975,1,Hip,2876,Residential,2718.0,432395.745,RM1,RES1,37.90154025882353,-122.50372080588234
1752,1975,1,Gable,3429,Other,3214.0,479773.624,W1,RES1,37.90171756923077,-122.50360668461539
1753,1975,2,Hip,2793,Residential,3887.0,547980.074,W1,RES1,37.90195670769231,-122.50352535384617
1754,1975,2,Hip,3119,Residential,3648.0,523731.931,W1,RES1,37.90218065263158,-122.50341371052632
1755,1975,1,Hip,3358,Residential,3210.0,479385.174,W1,RES1,37.902342058823535,-122.5032910117647
1756,1975,2,Hip,3371,Residential,3776.0,536872.308,W1,RES1,37.90251925789474,-122.50309519473684
1757,1975,2,Hip,3608,Residential,4750.0,620409.802,RM1,RES1,37.90238344210526,-122.50394897368419
1758,1975,2,Hip,5420,Residential,6255.0,743542.333,RM1,RES1,37.90236959999999,-122.50433218260869
1759,1975,1,Hip,3540,Residential,4248.0,528506.689,RM1,RES1,37.90205968421052,-122.50451827894736
1760,1975,1,Gable,3061,Residential,3127.0,471825.751,W1,RES1,37.901995595652174,-122.50426428260869
1761,1975,1,Gable,3205,Residential,3146.0,473559.374,RM1,RES1,37.9020021368421,-122.50395537368422
1762,1975,2,Hip,3058,Residential,4290.0,584379.415,RM1,RES1,37.90325450000001,-122.50380886249998
1763,1975,2,Hip,4396,Residential,6516.0,764843.828,W1,RES1,37.90311589473685,-122.50407162105266
1764,1975,1,Hip,3875,Residential,4390.0,515782.82,W1,RES1,37.903052073333335,-122.50440051333334
1765,1975,1,Hip,3621,Other,3928.0,750063.515,RM1,RES1,37.90302946086957,-122.50469974782602
1766,1975,2,Flat,2373,Other,4428.0,595730.108,W1,RES1,37.90302704210526,-122.50501052105263
1767,1975,2,Hip,2549,Residential,4384.0,592161.455,RM1,RES1,37.90312101904762,-122.50529281904764
1768,1975,2,Gable,4898,Residential,5488.0,677665.773,W1,RES1,37.90341178,-122.50481886
1769,1975,2,Gable,1924,Other,3568.0,515338.924,RM1,RES1,37.903376321052626,-122.50518423157894
1770,NA,NA,Gable,485,Other,,,,,37.90348021999999,-122.50517508
1771,1975,2,Hip,3915,Other,5403.0,671523.319,RM1,RES1,37.90348420952381,-122.50554339523809
1772,1975,2,Flat,3891,Residential,5026.0,642628.66,W1,RES1,37.90364205714286,-122.50583889523807
1773,1975,2,Hip,4764,Residential,5080.0,646932.757,RM1,RES1,37.90381851818182,-122.50560735454546
1774,1975,2,Flat,4102,Residential,4796.0,623729.157,RM1,RES1,37.903821152,-122.505109464
1775,1975,1,Gable,4351,Other,3900.0,538700.76,RM1,RES1,37.90431666,-122.50586027000001
1776,NA,NA,Hip,587,Residential,,,,,37.904310620000004,-122.50617525999999
1777,1975,1,Hip,4082,Residential,4853.0,473179.147,W1,RES1,37.90414017037037,-122.50615460740744
1778,1975,2,Flat,4798,Residential,6550.0,767477.615,W1,RES1,37.90412755,-122.50651876153847
1779,1975,2,Hip,3629,Residential,5213.0,657297.827,W1,RES1,37.90459660526316,-122.50638237368423
1780,1975,2,Hip,3736,Residential,5301.0,663971.563,RM1,RES1,37.904521912,-122.50669563199999
1781,1975,2,Flat,3398,Residential,4717.0,617996.752,RM1,RES1,37.9044348117647,-122.50703077058824
1782,1975,2,Hip,4046,Residential,5221.0,657910.597,W1,RES1,37.904623273913046,-122.50746121304351
1783,1975,2,Hip,3301,Residential,5058.0,710941.528,RM1,RES1,37.904776660869565,-122.50723239565217
1784,1975,2,Hip,5510,Residential,6299.0,747271.388,RM1,RES1,37.904928704347824,-122.5058156521739
1785,NA,NA,Hip,1074,Other,,,,,37.904687409090904,-122.50596558181819
1786,1975,2,Hip,3898,Residential,5912.0,713753.622,W1,RES1,37.90467076071428,-122.50579270000003
1787,1975,2,Hip,4760,Other,5685.0,693338.347,W1,RES1,37.90424447333332,-122.50485776
1788,1975,2,Hip,4251,Residential,4439.0,596614.898,RM1,RES1,37.90398436,-122.50472707333333
1789,1975,2,Flat,3544,Residential,4353.0,589618.841,W1,RES1,37.90354804399999,-122.50428558399999
1790,1975,2,Hip,3232,Residential,3888.0,548078.93,RM1,RES1,37.903819208,-122.50420237600002
1791,1975,2,Hip,3472,Residential,4415.0,594680.645,RM1,RES1,37.90408994137932,-122.5042343689655
1792,1975,2,Flat,5485,Residential,7647.0,1045549.86,W1,RES1,37.90500468787879,-122.50438680606062
1793,1975,2,Hip,4076,Other,4846.0,627882.397,W1,RES1,37.90503544,-122.50405398000001
1794,1975,2,Hip,4619,Residential,4463.0,598535.11,RM1,RES1,37.90508538888889,-122.50341253333333
1795,1975,2,Flat,3726,Residential,4951.0,636559.034,W1,RES1,37.904559205263155,-122.50304304736842
1796,1975,2,Gable,4155,Residential,4246.0,580662.754,RM1,RES1,37.9044849952381,-122.50362067619047
1797,1975,2,Hip,2621,Residential,2857.0,485947.782,W1,RES1,37.90395729230769,-122.50338373846157
1798,1975,3,Hip,3807,Residential,7325.0,860021.95,W1,RES1,37.905551945,-122.50632228000002
1799,1975,2,Flat,4277,Residential,6055.0,726327.742,W1,RES1,37.90535337579618,-122.5057206611465
1800,1975,2,Hip,4430,Residential,4109.0,568788.2,RM1,RES1,37.90536186315789,-122.50313297894732
1801,1975,1,Hip,4201,Residential,3786.0,529967.86,W1,RES1,37.9059041,-122.50328791052631
1802,1975,1,Hip,4844,Residential,3626.0,516998.74,RM1,RES1,37.906157975999996,-122.503178104
1803,1975,2,Hip,4767,Residential,3843.0,543608.933,RM1,RES1,37.906051966666666,-122.50377536666666
1804,1975,2,Gable,3589,Residential,3983.0,557371.505,W1,RES1,37.906358009523814,-122.50355923333333
1805,1975,2,Hip,3656,Residential,4432.0,596052.191,W1,RES1,37.90898081764705,-122.4974639882353
1806,1975,2,Hip,3595,Other,3285.12195,695919.942,RM1,EDU1,37.90845867241379,-122.49764000689656
1807,1975,1,Hip,4013,Residential,3589.0,513881.182,RM1,RES1,37.908255294117644,-122.49790782352942
1808,1975,2,Hip,2980,Residential,3175.0,472739.37,W1,RES1,37.90879462,-122.49786627999998
1809,1975,2,Hip,2927,Residential,4127.0,570374.467,W1,RES1,37.90890881904762,-122.49817415714286
1810,1975,2,Hip,4201,Residential,4897.0,632122.87,W1,RES1,37.90905669047619,-122.49843883809527
1811,1975,1,Hip,5038,Residential,5481.0,534410.654,RM1,RES1,37.908745758823535,-122.4987723088235
1812,1975,3,Flat,3263,Residential,4809.0,640521.967,W1,RES1,37.90851426470588,-122.49837832941178
1813,1975,2,Hip,3314,Residential,3241.0,479590.677,W1,RES1,37.90807875454546,-122.49836708181819
1814,1975,2,Hip,3714,Residential,3767.0,535959.978,RM1,RES1,37.907841885714284,-122.49835596428571
1815,1975,1,Hip,4209,Residential,4004.0,545778.654,W1,RES1,37.907538675,-122.49850604374998
1816,1975,1,Flat,4751,Residential,4268.0,526833.547,RM1,RES1,37.907148292,-122.49846239200002
1817,1975,1,Hip,5817,Other,3308.0,488752.49,RM1,RES1,37.9073307,-122.49810899473684
1818,1975,1,Hip,4621,Residential,3498.0,506024.39,W1,RES1,37.907634464,-122.49793749600002
1819,1975,2,Hip,4357,Residential,5044.0,644069.501,W1,RES1,37.90784388214286,-122.49769861428571
1820,1975,2,Gable,2329,Residential,3285.0,484535.739,W1,RES1,37.90686949090909,-122.49756610909093
1821,1975,2,Flat,2640,Residential,2660.0,426064.904,W1,RES1,37.90656614444444,-122.49777342222222
1822,1975,2,Flat,2594,Residential,4444.0,597016.1,RM1,RES1,37.90642158,-122.49810488
1823,1975,1,Gable,2300,Residential,2280.0,390022.6,W1,RES1,37.9062053,-122.49842234285714
1824,1975,1,Flat,4156,Residential,3175.0,476179.038,RM1,RES1,37.90605762592593,-122.49872435185183
1825,1975,2,Gable,2058,Residential,3371.0,494079.967,W1,RES1,37.9059288090909,-122.49898328181817
1826,1975,2,Hip,3869,Residential,3590.0,517660.825,W1,RES1,37.906318152941175,-122.49908292352941
1827,1975,2,Gable,3072,Residential,4037.0,562364.157,W1,RES1,37.906644173913044,-122.49911083478263
1828,1975,2,Flat,4045,Residential,5088.0,647565.699,RM1,RES1,37.907102124137936,-122.49916546206899
1829,1975,2,Hip,2344,Residential,3315.0,487883.321,W1,RES1,37.90759762307692,-122.49891776923079
1830,1975,2,Gable,4621,Residential,5335.0,666510.731,W1,RES1,37.90815776521739,-122.49929242608695
1831,1975,2,Flat,2162,Residential,3490.0,507022.23,RM1,RES1,37.90604654615385,-122.49759171538463
1832,1975,2,Gable,1662,Other,2291.30465,368727.088,RM1,IND5,37.90592443636364,-122.49794325454545
1833,1975,2,Gable,3059,Residential,3305.0,486769.627,RM1,RES1,37.90565399130435,-122.49820237826088
1834,1975,2,Gable,1631,Other,3014.0,457967.223,RM1,RES1,37.90545083846154,-122.49842468461537
1835,1975,2,Hip,2005,Residential,2728.0,431430.179,W1,RES1,37.90531132307692,-122.49885295384617
1836,1975,1,Gable,2577,Residential,2681.0,428927.55,RM1,RES1,37.905322788888896,-122.49952472222223
1837,1975,1,Hip,3361,Residential,2242.0,386521.906,W1,RES1,37.90522772857143,-122.49985915714285
1838,1975,1,Hip,5434,Residential,4182.0,533751.343,W1,RES1,37.90507520322581,-122.50020913870966
1839,1975,1,Hip,4097,Residential,2378.0,398581.436,W1,RES1,37.90530614705882,-122.50048844117646
1840,1975,2,Gable,1832,Residential,3530.0,511303.668,W1,RES1,37.90559419090909,-122.50049205454546
1841,1975,1,Gable,3149,Residential,1870.0,347540.262,RM1,RES1,37.90585884444445,-122.50049692222223
1842,1975,2,Gable,2413,Residential,3368.0,493749.726,W1,RES1,37.906137530769236,-122.5006382
1843,1975,1,Gable,2278,Residential,2382.0,398916.411,RM1,RES1,37.90635996666666,-122.50072556666666
1844,1975,2,Gable,2373,Residential,2647.0,425007.818,RM1,RES1,37.9066196,-122.50087027777778
1845,1975,1,Gable,2501,Other,2128.0,375409.72,W1,RES1,37.90685698888888,-122.50108843333334
1846,1975,1,Flat,4552,Residential,2784.0,438416.551,RM1,RES1,37.90714189411764,-122.5013091764706
1847,1975,1,Flat,3832,Residential,2665.0,427407.119,W1,RES1,37.90738755217392,-122.50116047826089
1848,1975,2,Gable,2145,Residential,2468.0,409428.654,W1,RES1,37.90737986,-122.50056838
1849,1975,1,Hip,3975,Residential,2610.0,422085.452,W1,RES1,37.90738617777779,-122.50009534444445
1850,1975,1,Flat,5004,Other,3637.0,606388.826,W1,RES1,37.906962694117645,-122.50039974117647
1851,1975,1,Gable,3968,Other,3258.0,484012.248,RM1,RES1,37.906801536363645,-122.49997353636363
1852,1975,1,Gable,3305,Residential,2796.0,439488.427,W1,RES1,37.90654610909092,-122.49971534545453
1853,1975,2,Flat,2896,Residential,3516.0,509809.108,RM1,RES1,37.90637679333334,-122.49963818666666
1854,1975,1,Gable,2715,Residential,2848.0,444792.601,W1,RES1,37.906039,-122.49949487272728
1855,NA,NA,Gable,483,Residential,,,,,37.90583676666666,-122.49945691666666
1856,1975,1,Gable,3704,Residential,3016.0,461424.171,RM1,RES1,37.90574955454545,-122.49947728181816
1857,1975,1,Gable,3676,Residential,3180.0,476627.482,RM1,RES1,37.9056398,-122.49985666428572
1858,1975,1,Gable,3502,Residential,2995.0,459403.75,RM1,RES1,37.90589795161289,-122.50000062580644
1859,NA,NA,Hip,769,Residential,,,,,37.906072280000004,-122.50012182
1860,1975,1,Hip,3287,Residential,2767.0,436886.042,RM1,RES1,37.90615865263158,-122.50002421052632
1861,1975,2,Hip,2557,Other,2866.0,443520.834,RM1,RES1,37.90642292941176,-122.50022377058822
1862,1975,1,Hip,3414,Residential,2631.0,424134.765,RM1,RES1,37.906630445454546,-122.50033688181821
1863,1975,2,Hip,4182,Residential,4080.0,566215.937,RM1,RES1,37.90682778636364,-122.50294425454545
1864,1975,2,Hip,4494,Other,4880.0,630714.858,W1,RES1,37.9069831,-122.50263490666667
1865,1975,2,Hip,7331,Residential,5515.0,679588.24,W1,RES1,37.90665886400001,-122.50239746399998
1866,1975,1,Hip,4403,Residential,4542.0,499984.312,RM1,RES1,37.90648537777777,-122.50267895555555
1867,1975,1,Hip,3561,Other,3330.0,490812.456,RM1,RES1,37.905131284615386,-122.50102739230769
1868,1975,1,Hip,3686,Residential,3483.0,504703.476,RM1,RES1,37.90543297333333,-122.5011065
1869,1975,1,Hip,4066,Residential,3632.0,517500.098,W1,RES1,37.905858933333334,-122.50129870666666
1870,1975,2,Flat,3295,Residential,3384.0,495508.756,RM1,RES1,37.9061093,-122.50146367272727
1871,1975,2,Hip,3921,Residential,4187.0,575604.983,W1,RES1,37.90625752173913,-122.5017543347826
1872,1975,1,Flat,4541,Residential,4306.0,523547.131,W1,RES1,37.90615301818182,-122.5020953090909
1873,1975,2,Hip,4382,Residential,5162.0,653362.894,W1,RES1,37.905868174999995,-122.50239341250001
1874,NA,NA,Gable,727,Residential,,,,,37.906062999999996,-122.50254088888889
1875,1975,2,Gable,3275,Residential,3779.0,537176.028,RM1,RES1,37.90583115454545,-122.50173059999997
1876,1975,2,Hip,2849,Residential,2990.0,455680.987,RM1,RES1,37.90566832222222,-122.50165778888888
1877,1975,2,Hip,3414,Residential,3107.0,466620.098,RM1,RES1,37.90542692222222,-122.50158466666666
1878,1975,2,Gable,2476,,4967.74,1047535.99,C1,COM3,37.904885660000005,-122.50254628
1879,1975,2,Hip,3953,Other,4248.0,580832.717,RM1,RES1,37.90324395333334,-122.50263378666666
